,faceID,angry,disgust,fear,happy,sad,surprise,neutral,max_emotion
54,1,0.08877556771039963,0.004221685696393251,0.431911826133728,0.00014448417641688138,0.4258747100830078,0.000784943753387779,0.048286836594343185,fear
55,0,0.03457427769899368,3.6178894333716016e-06,0.19630903005599976,0.035043276846408844,0.035450562834739685,0.5537868738174438,0.14483237266540527,surprise
56,1,0.06780367344617844,0.0020915516652166843,0.428951233625412,0.00010814828419825062,0.44691571593284607,0.00032952945912256837,0.05380012467503548,sad
57,0,0.027386341243982315,1.6708097518858267e-06,0.2798239290714264,0.012080422602593899,0.06175049766898155,0.25080257654190063,0.3681546151638031,neutral
58,0,0.03393348306417465,5.7807656048680656e-06,0.2607755959033966,0.02109941840171814,0.12466005235910416,0.05906899273395538,0.5004566311836243,neutral
59,1,0.05561003088951111,0.0014745192602276802,0.4264153242111206,0.00015260771033354104,0.4841737151145935,0.0010647738818079233,0.03110894374549389,sad
60,0,0.04650610312819481,6.916431175341131e-06,0.16137874126434326,0.06960919499397278,0.10262060910463333,0.03410956636071205,0.5857689380645752,neutral
61,1,0.06353995949029922,0.003658525412902236,0.4287138879299164,0.00017481250688433647,0.4712478816509247,0.0004565546114463359,0.0322084054350853,sad
62,0,0.06431931257247925,0.0001296449190704152,0.17014846205711365,0.10920574516057968,0.20514042675495148,0.03253844380378723,0.41851794719696045,neutral
63,1,0.0416354164481163,0.0002769040875136852,0.23193588852882385,0.009580924175679684,0.47644761204719543,0.0002178168942919001,0.23990550637245178,sad
64,0,0.05701177939772606,9.640764619689435e-05,0.0969746932387352,0.13474518060684204,0.28908243775367737,0.007713289000093937,0.4143761694431305,neutral
65,1,0.041630394756793976,0.0004943893291056156,0.21309445798397064,0.011453387327492237,0.46944624185562134,0.00020501595281530172,0.26367616653442383,sad
66,0,6.510046659968793e-05,1.3310835100810436e-08,5.426146162790246e-05,0.9958220720291138,0.00011853997420985252,8.819792856229469e-05,0.003851657034829259,happy
67,1,0.047161757946014404,0.00023940108076203614,0.23285184800624847,0.005269210785627365,0.5252057909965515,0.0010805435013026,0.1881915181875229,sad
68,0,0.00017943623242899776,9.382691956716371e-09,0.00013782094174530357,0.9894933700561523,0.0003517683071549982,0.00013637618394568563,0.009701280854642391,happy
69,1,0.04722973331809044,0.0003044850309379399,0.2797279357910156,0.0038166712038218975,0.4981282949447632,0.0006937701255083084,0.1700991541147232,sad
70,0,0.001098324777558446,4.874729597759142e-08,0.000554011610802263,0.9641245007514954,0.0014449747977778316,0.0003105066134594381,0.03246765211224556,happy
71,1,0.0525839738547802,0.00016312567458953708,0.2212904542684555,0.007721710950136185,0.44035056233406067,0.0009764680289663374,0.2769136428833008,sad
